CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50072493,RADIO AMSTERDAM,Manhattan,407,AMSTERDAM AVENUE,10024,2128821907,American,02/19/2019,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,25,,,08/28/2021,Pre-permit (Operational) / Initial Inspection,40.78345013,-73.97808486,107,6,16500,1031753,1012100004,MN12
50046405,MUGHLAI INDIAN CUISINE,Manhattan,329,3 AVENUE,10010,2128890909,Indian,06/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20,B,06/17/2019,08/28/2021,Cycle Inspection / Re-inspection,40.7397708,-73.98244767,106,2,6600,1019810,1009050059,MN20
40423819,ALFONSO'S PASTRY SHOPPE,Staten Island,1899,VICTORY BOULEVARD,10314,7182738802,Bakery Products/Desserts,02/25/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,,,08/28/2021,Cycle Inspection / Initial Inspection,40.61274188,-74.12721663,501,50,15100,5011065,5003780185,SI07
40387027,LA CASA DEL POLLO RESTAURANT,Queens,87-07,ROOSEVELT AVENUE,11372,7183971910,Chicken,03/21/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,03/21/2019,08/28/2021,Cycle Inspection / Initial Inspection,40.74814312,-73.8791212,403,21,27900,4036273,4014750042,QN28
50042777,NABAYA AFRICAN AMERICAN RESTUARANT,Bronx,860,MELROSE AVENUE,10451,7184012283,African,12/22/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,51,,,08/28/2021,Cycle Inspection / Initial Inspection,40.82360048,-73.9141399,203,17,14100,2001490,2023820001,BX35
50055556,SALLY ROOTS,Brooklyn,195,WYCKOFF AVENUE,11237,3474250888,Caribbean,04/10/18,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,41,C,04/10/18,08/28/2021,Cycle Inspection / Re-inspection,40.70261327,-73.91649996,304,37,44300,3074871,3032810002,BK77
50086704,TOMIZ,Manhattan,18,EAST   41 STREET,10017,2127790740,Japanese,02/07/20,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,23,,,08/28/2021,Cycle Inspection / Initial Inspection,40.7524101,-73.98044838,105,4,8200,1035324,1012750061,MN20
41704593,DUNKIN,Manhattan,680,ST NICHOLAS AVENUE,10030,2122810056,Donuts,05/11/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,05/11/17,08/28/2021,Cycle Inspection / Initial Inspection,40.82331478,-73.94508707,109,9,22700,1079811,1020510054,MN04
41704593,DUNKIN,Manhattan,680,ST NICHOLAS AVENUE,10030,2122810056,Donuts,05/11/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,05/11/17,08/28/2021,Cycle Inspection / Initial Inspection,40.82331478,-73.94508707,109,9,22700,1079811,1020510054,MN04
50070497,Tony's Pizza,Brooklyn,1412,SAINT JOHNS PLACE,11213,7188040966,Pizza,01/11/18,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19,,,08/28/2021,Pre-permit (Operational) / Initial Inspection,40.67061382,-73.93179597,308,35,35100,3037070,3013840035,BK61
50062365,H-YARD GOURMET DELI,Manhattan,450,9 AVENUE,10018,2128372896,Sandwiches,08/02/19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30,,,08/28/2021,Cycle Inspection / Initial Inspection,40.75414089,-73.9957373,104,3,11100,1082258,1007590001,MN13
50033800,"CAFE, 911 MUSEUM",Manhattan,180,GREENWICH STREET,10007,2123128800,Coffee/Tea,11/02/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,,08/28/2021,Cycle Inspection / Initial Inspection,40.71120944,-74.01230371,101,1,1300,1088798,1000580001,MN25
50033800,"CAFE, 911 MUSEUM",Manhattan,180,GREENWICH STREET,10007,2123128800,Coffee/Tea,11/02/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,,08/28/2021,Cycle Inspection / Initial Inspection,40.71120944,-74.01230371,101,1,1300,1088798,1000580001,MN25
50076528,MINETTA TAVERN,Manhattan,113,MACDOUGAL STREET,10012,2124753850,French,05/08/19,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,,08/28/2021,Cycle Inspection / Initial Inspection,40.72986354,-74.00060977,102,1,6500,1008728,1005420044,MN23
40709941,PEPOLINO,Manhattan,281,WEST BROADWAY,10013,2129669983,Italian,08/25/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,,08/28/2021,Cycle Inspection / Initial Inspection,40.72099235,-74.00490273,101,1,3300,1002726,1002110016,MN24
41562412,EL RANCHO BURRITOS,Manhattan,359,WEST   45 STREET,10036,2125814206,Tex-Mex,08/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,08/23/2018,08/28/2021,Cycle Inspection / Re-inspection,40.7598359,-73.98999027,104,3,12100,1025002,1010360001,MN15
50003262,NANO,Manhattan,691,TENTH AVENUE,10036,6466494678,Latin American,05/02/18,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,05/02/18,08/28/2021,Cycle Inspection / Initial Inspection,40.76311611,-73.99294267,104,3,12900,1026992,1010760030,MN15
41271436,MATSUNOYA,Manhattan,131,EAST   45 STREET,10017,6466928143,Japanese,07/25/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,,,08/28/2021,Cycle Inspection / Initial Inspection,40.75322957,-73.97431224,106,4,9200,1081160,1013000122,MN19
41710037,STOOP JUICE,Brooklyn,443,7 AVENUE,11215,7188536850,"Juice, Smoothies, Fruit Salads",09/19/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,09/19/2019,08/28/2021,Cycle Inspection / Initial Inspection,40.66312338,-73.98470629,307,39,14900,3255793,3011047501,BK37
41665533,DELLAROCCO'S OF BROOKLYN,Brooklyn,214,HICKS STREET,11201,7188581010,Italian,02/19/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,02/19/2020,08/28/2021,Cycle Inspection / Re-inspection,40.69501313,-73.99596468,302,33,301,3002039,3002470035,BK09
50044761,SUBWAY,Manhattan,2793,8 AVENUE,10039,9173785700,Sandwiches,05/09/19,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,05/09/19,08/28/2021,Cycle Inspection / Initial Inspection,40.82503335,-73.94031614,110,9,25900,1060832,1020450072,MN03
40367534,MR BROADWAY KOSHER RESTAURANT,Manhattan,1372,BROADWAY,10018,2129212152,Jewish/Kosher,01/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,08/28/2021,Cycle Inspection / Initial Inspection,40.75226286,-73.98745408,105,4,10900,1080609,1008130023,MN17
50066894,EL TAQUITOS,Bronx,2511,3 AVENUE,10451,7184023895,Mexican,01/09/19,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,01/09/19,08/28/2021,Cycle Inspection / Initial Inspection,40.81032559,-73.92823847,201,8,5100,2000791,2023200042,BX39
50107716,,Brooklyn,530,DRIGGS AVENUE,11211,7183886607,,01/01/00,,,,Not Applicable,,,,08/28/2021,,40.71750088,-73.9559427,301,33,55300,3324833,3023200019,BK73
50067454,GOOD EATS BISTRO,Queens,10015,DITMARS BLVD,11369,5163224390,American,01/16/2018,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,08/28/2021,Administrative Miscellaneous / Initial Inspection,40.7701137,-73.8704454,403,21,35700,4040807,4016340001,QN27
50051650,RIKO,Manhattan,409,8 AVENUE,10001,2126437555,Peruvian,03/16/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,,,08/28/2021,Cycle Inspection / Initial Inspection,40.74992491,-73.9951204,104,3,10300,1013534,1007540039,MN13
41470133,COTTON CLUB,Manhattan,664,WEST  125 STREET,10027,2126637980,American,09/15/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,B,09/15/2017,08/28/2021,Cycle Inspection / Re-inspection,40.81726595,-73.95974575,109,7,21900,,1,MN06
50099727,JE COFFEE SHOP,Brooklyn,162,IRVING AVENUE,11237,7184844060,Coffee/Tea,12/10/19,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,35,,,08/28/2021,Pre-permit (Operational) / Initial Inspection,40.70230849,-73.9201971,304,37,42900,3325539,3032470036,BK77
41328070,VILLABATE-ALBA PASTICCERIA,Brooklyn,7001,18 AVENUE,11204,7183318430,Bakery Products/Desserts,08/18/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,55,,,08/28/2021,Cycle Inspection / Initial Inspection,40.61616373,-73.99315637,311,47,26000,3157322,3061720010,BK28
41328070,VILLABATE-ALBA PASTICCERIA,Brooklyn,7001,18 AVENUE,11204,7183318430,Bakery Products/Desserts,08/18/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,55,,,08/28/2021,Cycle Inspection / Initial Inspection,40.61616373,-73.99315637,311,47,26000,3157322,3061720010,BK28
50079752,CHARCOAL BBQ,Staten Island,1351,FOREST AVENUE,10302,9173256502,Barbecue,07/11/18,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/11/18,08/28/2021,Pre-permit (Operational) / Initial Inspection,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
50094561,GRAIN TEA YOGURT CAFE,Brooklyn,4724,5 AVENUE,11220,9175308697,Frozen Desserts,08/21/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,24,B,08/21/2019,08/28/2021,Pre-permit (Operational) / Re-inspection,40.64660599,-74.00876386,307,38,8000,3012246,3007650043,BK32
41628343,ASIAN TASTE 86,Queens,86-10,WHITNEY AVENUE,11373,7187798686,Indonesian,08/19/2021,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,43,,,08/28/2021,Cycle Inspection / Initial Inspection,40.74179413,-73.87879355,404,25,47100,4311951,4015790022,QN29
41606775,BARO,Manhattan,34,WEST   32 STREET,10001,2127360029,Korean,02/01/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,,,08/28/2021,Cycle Inspection / Initial Inspection,40.74781906,-73.98710123,105,4,7600,1015832,1008330063,MN17
50062666,LILI MEXICAN RESTAURANT,Bronx,415,EAST  138 STREET,10454,3472978550,Mexican,07/13/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,B,07/13/2017,08/28/2021,Pre-permit (Operational) / Re-inspection,40.8087708,-73.92208466,201,8,3900,2092092,2022830001,BX39
41706664,EASTWOOD,Manhattan,200,CLINTON STREET,10002,2122330124,Middle Eastern,10/21/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,,,08/28/2021,Cycle Inspection / Initial Inspection,40.71420392,-73.98714022,103,1,201,1003735,1002860040,MN28
40366543,JARDIN DE CHINA REST,Queens,3737,JUNCTION BOULEVARD,11368,7184763755,Chinese,01/27/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24,B,01/27/2020,08/28/2021,Cycle Inspection / Re-inspection,40.7507548,-73.87036048,403,21,37500,4043854,4017590046,QN26
50079025,NO. 8 KITCHEN & BAR,Queens,3528,FARRINGTON ST,11354,9178602086,Chinese,05/16/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,27,N,,08/28/2021,Cycle Inspection / Initial Inspection,40.76403582,-73.83162147,407,20,86900,4450171,4049580040,QN22
50079025,NO. 8 KITCHEN & BAR,Queens,3528,FARRINGTON ST,11354,9178602086,Chinese,05/16/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,27,N,,08/28/2021,Cycle Inspection / Initial Inspection,40.76403582,-73.83162147,407,20,86900,4450171,4049580040,QN22
41628404,F.OTTOMANELLI BURGERS & BELGIUM FRIES,Queens,60-15,WOODSIDE AVENUE,11377,7184467489,American,12/03/18,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,12/03/18,08/28/2021,Cycle Inspection / Re-inspection,40.74506803,-73.90428452,402,26,25900,4030037,4012930001,QN63
41236382,DUNKIN,Brooklyn,9243,4 AVENUE,11209,7187454060,Donuts,03/20/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,03/20/2019,08/28/2021,Cycle Inspection / Initial Inspection,40.61739776,-74.03054478,310,43,5800,3000000,3061080007,BK31
50086941,BEST WOK NO 1,Brooklyn,3411A,AVENUE H,,7184349785,Chinese,08/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,08/29/2019,08/28/2021,Cycle Inspection / Re-inspection,0,0,,,,,3,
50086941,BEST WOK NO 1,Brooklyn,3411A,AVENUE H,,7184349785,Chinese,08/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,08/29/2019,08/28/2021,Cycle Inspection / Re-inspection,0,0,,,,,3,
41631052,ONE STOP BEER SHOP,Brooklyn,134,KINGSLAND AVENUE,11222,7185990128,American,03/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,08/28/2021,Cycle Inspection / Initial Inspection,40.72099094,-73.94087505,301,34,44900,3069850,3028340001,BK90
50103346,BROOKLYN NATIONAL DELI,Manhattan,625,8 AVENUE,10018,5167768138,,01/01/00,,,,Not Applicable,,,,08/28/2021,,40.75618542,-73.99056473,104,3,11500,1083268,1010320029,MN15
50102296,BIG JOHN'S COFFEE SHOP & GRILL,Brooklyn,876,4 AVENUE,11232,7189651808,American,02/05/20,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,N,,08/28/2021,Pre-permit (Non-operational) / Initial Inspection,40.65668239,-74.00196424,307,38,10100,3010004,3006760045,BK32
50043671,PADDY'S OF PARK SLOPE,Brooklyn,273,13 STREET,11215,7184997553,American,02/01/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,02/01/17,08/28/2021,Cycle Inspection / Re-inspection,40.6665465,-73.98783793,306,39,13900,3023250,3010290074,BK37
41642324,TRADESMAN,Brooklyn,222,BUSHWICK AVENUE,11206,7183865300,American,08/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,08/28/2021,Cycle Inspection / Initial Inspection,40.70814493,-73.93993066,301,34,49300,3071161,3030540020,BK78
50059578,EXCELLENT DUMPLING HOUSE,Manhattan,165,WEST   23 STREET,10011,2129898885,Chinese,04/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,04/14/2017,08/28/2021,Pre-permit (Operational) / Re-inspection,40.74363389,-73.9945254,104,3,9100,1014944,1007990008,MN13
41097313,LA FLOR DEL PARAISO RESTAURANT,Queens,1715,CORNELIA STREET,11385,7183812970,Spanish,08/29/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,60,C,08/29/2018,08/28/2021,Cycle Inspection / Re-inspection,40.70034574,-73.90545256,405,34,55100,4082752,4034610053,QN20
50009874,EL PALACIO SEAFOOD MARKET,Manhattan,1049,SAINT NICHOLAS AVENUE,10032,2125680770,Seafood,02/15/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18,,,08/28/2021,Cycle Inspection / Initial Inspection,40.83647053,-73.94003118,112,7,24500,1062949,1021220153,MN36
41087130,FRESH & CO,Manhattan,569,LEXINGTON AVENUE,10022,2122232670,American,12/12/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,12/12/17,08/28/2021,Cycle Inspection / Initial Inspection,40.75690977,-73.97204402,106,4,10000,1036458,1013057501,MN19
50014052,RED LOBSTER,Brooklyn,455,GATEWAY DRIVE,11239,4072455773,Seafood,03/22/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,03/22/2018,08/28/2021,Cycle Inspection / Re-inspection,40.6509838,-73.86929376,305,42,107000,3348836,3044520550,BK82